order,combo,o_info
3,"('draw_sum', 'n3_mod7', 'n4_mod5')",-0.07721548549617907
3,"('draw_std', 'draw_sum', 'draw_sum_roll_std')",-0.07704000422597268
3,"('draw_range_roll_mean', 'draw_sum', 'n5_mod5')",-0.07688457793437387
3,"('draw_range_roll_std', 'draw_sum', 'n1_mod7')",-0.07663350418753012
3,"('draw_sum', 'n3_delta2', 'n5_mod7')",-0.07645873640057665
3,"('draw_sum', 'draw_sum_roll_mean', 'n3_mod5')",-0.07635086556724247
3,"('draw_sum', 'n2_delta2', 'n2_mod5')",-0.0762838583647607
3,"('draw_sum', 'draw_sum_roll_std', 'n3_delta')",-0.07613379780061003
3,"('draw_sum', 'mb_delta', 'n3_mod5')",-0.07598264456343884
3,"('draw_sum', 'n3_delta', 'n5_mod7')",-0.07591234715792616
3,"('draw_range_roll_mean', 'draw_sum', 'n2_mod5')",-0.07556375192701381
3,"('draw_sum', 'mb_delta', 'n1_delta')",-0.07548964031030891
3,"('draw_std', 'draw_sum', 'n5_mod5')",-0.075356429093965
3,"('draw_sum', 'n2_delta', 'n3_mod7')",-0.07523511764444635
3,"('draw_sum', 'draw_sum_roll_std', 'n4_mod7')",-0.07497998513753856
3,"('draw_std_roll_mean', 'draw_sum', 'n3_mod5')",-0.07490062820589927
3,"('draw_sum', 'n1_delta2', 'n4_delta2')",-0.07476378103757142
3,"('draw_range_roll_std', 'draw_std', 'draw_sum')",-0.07449490285177873
3,"('draw_range_roll_mean', 'draw_sum', 'n1_mod5')",-0.07440217225123114
3,"('draw_sum', 'n4_delta', 'n5_mod7')",-0.0743177866036806
3,"('draw_sum', 'draw_sum_roll_mean', 'n5_mod5')",-0.07387811529854638
3,"('draw_sum', 'n3_mod5', 'n4_delta2')",-0.07361545106964051
3,"('draw_std_roll_mean', 'draw_sum', 'n1_mod5')",-0.07347218713300485
3,"('draw_range', 'draw_sum', 'n3_n4_sum')",-0.07327782750283518
3,"('draw_std_roll_mean', 'draw_sum', 'n2_mod5')",-0.07319817656901151
3,"('draw_sum', 'n4_mod3', 'n4_mod7')",-0.0731031257197845
3,"('draw_range', 'draw_sum', 'n4_mod5')",-0.07301288541102835
3,"('draw_std_roll_mean', 'draw_sum', 'n5_mod5')",-0.07266616523391889
3,"('draw_sum', 'n1_delta2', 'n2_mod5')",-0.07265208193999761
3,"('draw_std_roll_std', 'draw_sum', 'n1_delta2')",-0.07251530858637878
3,"('draw_range', 'draw_sum', 'n3_mod5')",-0.07234319253901944
3,"('draw_range', 'draw_sum', 'n2_mod5')",-0.07232872275477575
3,"('draw_std_roll_std', 'draw_sum', 'n1_mod7')",-0.071892396866712
3,"('draw_sum', 'n3_mod5', 'n4_mod7')",-0.07140499228838237
3,"('draw_sum', 'n2_delta', 'n3_mod5')",-0.07125501208938267
3,"('draw_sum', 'n5_delta2', 'n5_mod5')",-0.07124564912232856
3,"('draw_sum', 'n1_mod7', 'n4_delta')",-0.07092492052388621
3,"('draw_sum', 'draw_sum_roll_std', 'n2_delta')",-0.07081745770942405
3,"('draw_std', 'draw_std_roll_std', 'draw_sum')",-0.07079385308362163
3,"('draw_sum', 'n1_mod5', 'n4_delta2')",-0.07039832328690565
